"Date","Price","Open","High","Low","Vol.","Change %"
"09/11/2013","1,454.12","1,452.52","1,459.67","1,449.69","","0.04%"
"09/10/2013","1,453.57","1,451.54","1,464.19","1,447.01","","0.14%"
"09/09/2013","1,451.54","1,423.40","1,455.28","1,421.45","","1.98%"
"09/06/2013","1,423.40","1,421.86","1,448.68","1,418.83","","0.07%"
"09/05/2013","1,422.40","1,375.66","1,422.40","1,373.29","","3.40%"
"09/04/2013","1,375.66","1,372.98","1,375.91","1,365.23","","0.13%"
"09/03/2013","1,373.82","1,366.99","1,384.13","1,366.99","","0.46%"
"09/02/2013","1,367.53","1,364.75","1,373.69","1,364.27","","0.21%"
"08/30/2013","1,364.65","1,372.02","1,372.83","1,357.98","","-0.53%"
"08/29/2013","1,371.89","1,369.64","1,380.61","1,366.80","","0.16%"
"08/28/2013","1,369.64","1,374.27","1,375.20","1,355.72","","-0.33%"
"08/27/2013","1,374.21","1,387.21","1,387.21","1,368.04","","-0.93%"
"08/26/2013","1,387.06","1,392.42","1,403.83","1,382.64","","-0.44%"
"08/23/2013","1,393.21","1,397.54","1,401.64","1,392.60","","-0.25%"
"08/22/2013","1,396.65","1,375.49","1,398.44","1,368.15","","1.46%"
"08/21/2013","1,376.60","1,376.82","1,390.27","1,368.10","","-0.05%"
"08/20/2013","1,377.28","1,381.98","1,383.01","1,365.28","","-0.36%"
"08/19/2013","1,382.32","1,380.56","1,384.27","1,369.01","","0.15%"
"08/16/2013","1,380.31","1,392.98","1,396.44","1,372.03","","-0.79%"
"08/15/2013","1,391.37","1,424.17","1,424.17","1,388.81","","-2.28%"
"08/14/2013","1,423.87","1,408.73","1,425.03","1,407.00","","1.14%"
"08/13/2013","1,407.86","1,387.90","1,409.86","1,387.43","","1.40%"
"08/12/2013","1,388.36","1,382.74","1,390.14","1,378.93","","0.41%"
"08/09/2013","1,382.72","1,360.82","1,384.92","1,359.98","","1.49%"
"08/08/2013","1,362.38","1,364.40","1,370.77","1,353.73","","-0.04%"
"08/07/2013","1,362.91","1,364.31","1,375.03","1,356.26","","-0.13%"
"08/06/2013","1,364.65","1,391.54","1,391.54","1,363.59","","-1.95%"
"08/05/2013","1,391.75","1,391.79","1,400.23","1,388.28","","-0.03%"
"08/02/2013","1,392.15","1,398.75","1,409.37","1,383.35","","-0.45%"
"08/01/2013","1,398.46","1,376.31","1,400.15","1,375.93","","1.65%"
"07/31/2013","1,375.79","1,387.31","1,392.36","1,375.40","","-0.83%"
"07/30/2013","1,387.31","1,398.24","1,409.21","1,386.22","","-0.79%"
"07/29/2013","1,398.30","1,403.31","1,410.73","1,397.93","","-0.34%"
"07/26/2013","1,403.14","1,401.94","1,410.42","1,400.70","","0.09%"
"07/25/2013","1,401.88","1,408.42","1,409.30","1,396.13","","-0.39%"
"07/24/2013","1,407.41","1,418.33","1,419.26","1,402.78","","-0.70%"
"07/23/2013","1,417.34","1,415.48","1,432.30","1,415.48","","0.13%"
"07/22/2013","1,415.52","1,421.67","1,429.33","1,408.83","","-0.43%"
"07/19/2013","1,421.67","1,417.47","1,436.13","1,408.92","","0.36%"
"07/18/2013","1,416.63","1,431.30","1,439.60","1,408.73","","-1.06%"
"07/17/2013","1,431.80","1,409.21","1,431.89","1,407.15","","1.54%"
"07/16/2013","1,410.10","1,403.43","1,416.89","1,399.84","","0.47%"
"07/15/2013","1,403.56","1,396.38","1,409.11","1,393.98","","0.38%"
"07/12/2013","1,398.22","1,368.11","1,398.22","1,367.07","","2.20%"
"07/11/2013","1,368.11","1,333.12","1,370.06","1,332.26","","2.58%"
"07/10/2013","1,333.71","1,345.48","1,349.62","1,331.00","","-0.89%"
"07/09/2013","1,345.73","1,349.80","1,355.14","1,342.54","","-0.23%"
"07/08/2013","1,348.88","1,343.25","1,351.71","1,338.62","","0.46%"
"07/05/2013","1,342.72","1,348.94","1,360.76","1,340.23","","-0.48%"
"07/04/2013","1,349.21","1,333.40","1,349.85","1,331.75","","1.19%"
"07/03/2013","1,333.35","1,338.28","1,338.98","1,324.34","","-0.34%"
"07/02/2013","1,337.92","1,334.44","1,339.92","1,328.85","","0.13%"
"07/01/2013","1,336.17","1,330.46","1,337.04","1,319.97","","0.43%"
"06/28/2013","1,330.46","1,314.68","1,330.46","1,311.13","","1.31%"
"06/27/2013","1,313.23","1,320.39","1,325.69","1,305.05","","-0.54%"
"06/26/2013","1,320.39","1,297.59","1,325.61","1,297.49","","1.76%"
"06/25/2013","1,297.59","1,289.76","1,309.48","1,287.93","","0.57%"
"06/24/2013","1,290.26","1,298.41","1,304.66","1,284.96","","-0.66%"
"06/21/2013","1,298.89","1,297.01","1,315.97","1,290.62","","0.14%"
"06/20/2013","1,297.01","1,323.55","1,325.64","1,293.21","","-2.01%"
"06/19/2013","1,323.57","1,334.66","1,340.24","1,316.91","","-0.87%"
"06/18/2013","1,335.14","1,325.09","1,342.22","1,319.81","","0.74%"
"06/17/2013","1,325.27","1,300.02","1,328.64","1,298.56","","1.97%"
"06/14/2013","1,299.61","1,282.46","1,306.60","1,279.55","","1.38%"
"06/13/2013","1,281.89","1,302.52","1,302.94","1,271.48","","-1.49%"
"06/11/2013","1,301.31","1,335.25","1,340.78","1,298.25","","-2.54%"
"06/10/2013","1,335.25","1,343.90","1,357.17","1,328.40","","-0.64%"
"06/07/2013","1,343.90","1,316.32","1,347.79","1,315.42","","2.05%"
"06/06/2013","1,316.92","1,326.73","1,328.81","1,314.40","","-0.74%"
"06/05/2013","1,326.78","1,341.33","1,343.45","1,321.14","","-1.11%"
"06/04/2013","1,341.62","1,337.52","1,358.03","1,337.44","","0.32%"
"06/03/2013","1,337.40","1,350.17","1,353.47","1,324.92","","-0.95%"
"05/31/2013","1,350.17","1,362.00","1,372.24","1,340.53","","-0.81%"
"05/30/2013","1,361.26","1,361.16","1,373.35","1,355.46","","-0.01%"
"05/29/2013","1,361.43","1,397.54","1,397.54","1,360.92","","-2.60%"
"05/28/2013","1,397.72","1,378.25","1,404.40","1,378.07","","1.41%"
"05/27/2013","1,378.29","1,380.92","1,389.91","1,373.20","","-0.19%"
"05/24/2013","1,380.88","1,397.75","1,404.78","1,376.28","","-1.15%"
"05/23/2013","1,396.91","1,448.56","1,449.62","1,393.21","","-3.56%"
"05/22/2013","1,448.42","1,423.11","1,453.58","1,422.40","","1.79%"
"05/21/2013","1,422.99","1,406.94","1,425.74","1,399.41","","1.15%"
"05/20/2013","1,406.86","1,401.43","1,413.39","1,399.72","","0.36%"
"05/17/2013","1,401.79","1,373.53","1,405.26","1,372.63","","2.05%"
"05/16/2013","1,373.65","1,392.54","1,395.16","1,373.27","","-1.32%"
"05/15/2013","1,391.98","1,405.65","1,409.63","1,384.99","","-0.98%"
"05/14/2013","1,405.76","1,414.79","1,421.08","1,398.68","","-0.76%"
"05/13/2013","1,416.50","1,426.25","1,427.03","1,409.34","","-0.68%"
"05/10/2013","1,426.25","1,431.31","1,446.33","1,421.54","","-0.47%"
"05/08/2013","1,432.94","1,430.12","1,436.04","1,421.51","","0.19%"
"05/07/2013","1,430.18","1,413.02","1,430.94","1,408.14","","1.19%"
"05/06/2013","1,413.43","1,408.03","1,417.98","1,406.27","","0.38%"
"05/03/2013","1,408.03","1,377.45","1,408.03","1,377.14","","2.29%"
"05/02/2013","1,376.56","1,385.88","1,386.69","1,369.91","","-0.67%"
"04/30/2013","1,385.88","1,363.38","1,389.71","1,360.61","","1.71%"
"04/29/2013","1,362.57","1,373.57","1,380.04","1,360.55","","-0.69%"
"04/26/2013","1,372.04","1,372.50","1,375.73","1,358.35","","-0.01%"
"04/25/2013","1,372.20","1,377.33","1,386.28","1,368.10","","-0.35%"
"04/24/2013","1,377.01","1,339.51","1,377.53","1,337.53","","2.77%"
"04/23/2013","1,339.91","1,337.22","1,342.76","1,320.76","","0.23%"
"04/22/2013","1,336.84","1,338.67","1,354.82","1,324.65","","-0.12%"
"04/19/2013","1,338.43","1,335.57","1,346.39","1,330.02","","0.24%"
"04/18/2013","1,335.21","1,335.91","1,350.67","1,333.75","","-0.05%"
"04/17/2013","1,335.89","1,353.41","1,358.49","1,328.84","","-1.22%"
"04/16/2013","1,352.37","1,358.23","1,366.42","1,350.02","","-0.54%"
"04/15/2013","1,359.69","1,385.62","1,387.94","1,351.86","","-1.89%"
"04/12/2013","1,385.84","1,400.92","1,401.46","1,380.58","","-1.13%"
"04/11/2013","1,401.73","1,425.19","1,428.35","1,397.82","","-1.67%"
"04/10/2013","1,425.50","1,425.79","1,432.49","1,420.04","","0.00%"
"04/09/2013","1,425.49","1,408.81","1,427.20","1,408.81","","1.20%"
"04/08/2013","1,408.55","1,417.28","1,430.54","1,406.67","","-0.57%"
"04/05/2013","1,416.69","1,426.61","1,430.55","1,410.47","","-0.71%"
"04/04/2013","1,426.87","1,427.42","1,440.60","1,416.89","","-0.07%"
"04/03/2013","1,427.94","1,430.30","1,433.80","1,422.50","","-0.17%"
"04/02/2013","1,430.30","1,428.29","1,435.12","1,424.91","","0.13%"
"04/01/2013","1,428.47","1,438.84","1,442.70","1,427.83","","-0.70%"
"03/29/2013","1,438.57","1,434.88","1,439.99","1,432.86","","0.31%"
"03/28/2013","1,434.18","1,424.56","1,434.36","1,415.04","","0.64%"
"03/27/2013","1,425.00","1,416.78","1,426.65","1,407.23","","0.56%"
"03/26/2013","1,417.00","1,427.99","1,432.38","1,412.41","","-0.80%"
"03/25/2013","1,428.46","1,441.26","1,458.58","1,425.84","","-0.89%"
"03/22/2013","1,441.36","1,459.17","1,460.39","1,440.95","","-1.22%"
"03/21/2013","1,459.22","1,458.24","1,466.95","1,457.93","","0.01%"
"03/20/2013","1,459.03","1,448.84","1,460.61","1,442.68","","0.68%"
"03/19/2013","1,449.20","1,461.88","1,469.78","1,448.68","","-0.93%"
"03/18/2013","1,462.82","1,495.71","1,497.90","1,449.26","","-2.16%"
"03/15/2013","1,495.11","1,498.83","1,514.98","1,493.77","","-0.26%"
"03/14/2013","1,498.97","1,495.73","1,504.65","1,490.41","","0.17%"
"03/13/2013","1,496.37","1,501.41","1,510.65","1,493.69","","-0.36%"
"03/12/2013","1,501.76","1,503.98","1,506.42","1,494.94","","-0.15%"
"03/11/2013","1,504.05","1,491.14","1,516.49","1,491.14","","0.85%"
"03/07/2013","1,491.35","1,491.99","1,498.29","1,489.02","","-0.01%"
"03/06/2013","1,491.49","1,485.04","1,498.02","1,485.04","","0.49%"
"03/05/2013","1,484.22","1,463.98","1,486.18","1,462.49","","1.35%"
"03/04/2013","1,464.45","1,473.54","1,477.27","1,461.49","","-0.62%"
"03/01/2013","1,473.54","1,486.06","1,487.46","1,466.84","","-0.84%"
"02/28/2013","1,486.04","1,487.17","1,496.60","1,483.33","","-0.08%"
"02/27/2013","1,487.17","1,484.67","1,491.63","1,481.11","","0.17%"
"02/26/2013","1,484.67","1,503.75","1,504.98","1,482.01","","-1.26%"
"02/25/2013","1,503.66","1,496.61","1,506.45","1,493.44","","0.47%"
"02/22/2013","1,496.61","1,493.71","1,501.65","1,491.83","","0.19%"
"02/21/2013","1,493.71","1,511.40","1,512.27","1,486.49","","-1.17%"
"02/20/2013","1,511.40","1,522.69","1,526.32","1,511.09","","-0.74%"
"02/19/2013","1,522.69","1,510.33","1,523.34","1,509.54","","0.82%"
"02/18/2013","1,510.35","1,508.19","1,511.72","1,498.31","","0.14%"
"02/15/2013","1,508.17","1,519.22","1,520.11","1,500.88","","-0.73%"
"02/14/2013","1,519.22","1,537.93","1,550.01","1,514.17","","-1.22%"
"02/13/2013","1,537.93","1,512.03","1,540.98","1,512.03","","1.71%"
"02/12/2013","1,512.03","1,515.87","1,518.75","1,507.56","","-0.25%"
"02/11/2013","1,515.89","1,519.93","1,527.01","1,515.44","","-0.26%"
"02/08/2013","1,519.91","1,526.12","1,527.19","1,510.83","","-0.39%"
"02/07/2013","1,525.88","1,530.38","1,533.06","1,518.87","","-0.29%"
"02/06/2013","1,530.38","1,540.39","1,553.19","1,526.93","","-0.65%"
"02/05/2013","1,540.36","1,535.37","1,540.54","1,528.53","","0.33%"
"02/04/2013","1,535.35","1,547.22","1,553.38","1,533.42","","-0.77%"
"02/01/2013","1,547.22","1,546.52","1,555.82","1,543.14","","0.03%"
"01/31/2013","1,546.76","1,543.43","1,547.34","1,535.52","","0.22%"
"01/30/2013","1,543.43","1,549.75","1,559.46","1,537.10","","-0.41%"
"01/29/2013","1,549.75","1,562.93","1,566.42","1,549.31","","-0.84%"
"01/28/2013","1,562.93","1,544.02","1,563.93","1,543.24","","1.22%"
"01/25/2013","1,544.02","1,533.77","1,544.80","1,526.03","","0.67%"
"01/24/2013","1,533.77","1,537.44","1,537.44","1,518.82","","-0.24%"
"01/23/2013","1,537.49","1,525.28","1,538.04","1,523.81","","0.80%"
"01/22/2013","1,525.36","1,537.68","1,540.01","1,517.01","","-0.80%"
"01/21/2013","1,537.66","1,540.57","1,542.79","1,533.27","","-0.19%"
"01/18/2013","1,540.55","1,523.74","1,542.09","1,523.73","","1.10%"
"01/17/2013","1,523.74","1,514.86","1,524.94","1,513.64","","0.59%"
"01/16/2013","1,514.86","1,515.25","1,517.32","1,507.34","","-0.03%"
"01/15/2013","1,515.25","1,528.48","1,528.48","1,515.22","","-0.87%"
"01/14/2013","1,528.48","1,510.84","1,529.57","1,510.21","","1.17%"
"01/11/2013","1,510.84","1,507.16","1,513.02","1,503.38","","0.24%"
"01/10/2013","1,507.16","1,516.01","1,518.41","1,506.98","","-0.58%"
"01/09/2013","1,516.01","1,514.82","1,517.18","1,510.61","","0.08%"
"01/08/2013","1,514.82","1,474.73","1,517.88","1,474.73","","2.50%"
"01/01/2013","1,477.87","1,477.87","1,477.87","1,477.87","","0.21%"
"12/28/2012","1,474.72","1,478.22","1,480.37","1,472.58","","-0.24%"
"12/27/2012","1,478.24","1,478.61","1,482.34","1,475.88","","-0.03%"
"12/26/2012","1,478.61","1,473.53","1,479.50","1,471.17","","0.34%"
"12/25/2012","1,473.53","1,471.73","1,475.08","1,467.21","","0.12%"
"12/24/2012","1,471.73","1,477.44","1,482.27","1,471.47","","-0.39%"
"12/21/2012","1,477.44","1,487.99","1,490.51","1,470.25","","-0.72%"
"12/20/2012","1,488.22","1,478.81","1,488.56","1,468.90","","0.63%"
"12/19/2012","1,478.83","1,481.54","1,487.46","1,477.05","","-0.18%"
"12/18/2012","1,481.54","1,469.53","1,486.57","1,467.33","","0.82%"
"12/17/2012","1,469.53","1,466.16","1,470.27","1,458.44","","0.23%"
"12/14/2012","1,466.15","1,462.87","1,471.20","1,460.51","","0.22%"
"12/13/2012","1,462.87","1,466.50","1,472.01","1,454.66","","-0.25%"
"12/12/2012","1,466.51","1,448.36","1,469.45","1,448.33","","1.25%"
"12/11/2012","1,448.43","1,447.72","1,453.05","1,441.74","","0.05%"
"12/10/2012","1,447.72","1,441.47","1,455.19","1,438.52","","0.43%"
"12/07/2012","1,441.47","1,438.54","1,443.89","1,427.85","","0.20%"
"12/06/2012","1,438.54","1,435.96","1,449.44","1,434.59","","0.18%"
"12/05/2012","1,435.97","1,411.84","1,441.44","1,411.83","","1.71%"
"12/04/2012","1,411.83","1,421.94","1,421.94","1,407.90","","-0.71%"
"12/03/2012","1,421.97","1,405.97","1,422.20","1,403.70","","1.14%"
"11/30/2012","1,405.97","1,388.31","1,411.21","1,384.18","","1.27%"
"11/29/2012","1,388.31","1,380.94","1,396.36","1,378.70","","0.53%"
"11/28/2012","1,380.94","1,394.85","1,395.54","1,379.48","","-1.00%"
"11/27/2012","1,394.87","1,403.94","1,412.86","1,392.30","","-0.65%"
"11/26/2012","1,403.94","1,413.15","1,417.53","1,399.63","","-0.65%"
"11/23/2012","1,413.15","1,402.64","1,414.04","1,401.46","","0.75%"
"11/22/2012","1,402.64","1,405.70","1,411.91","1,401.59","","-0.22%"
"11/21/2012","1,405.70","1,396.39","1,408.13","1,389.13","","0.67%"
"11/20/2012","1,396.39","1,398.57","1,402.26","1,389.57","","-0.16%"
"11/19/2012","1,398.57","1,383.65","1,400.74","1,383.09","","1.08%"
"11/16/2012","1,383.66","1,386.25","1,388.90","1,375.10","","-0.19%"
"11/15/2012","1,386.25","1,372.19","1,387.65","1,364.45","","1.02%"
"11/14/2012","1,372.19","1,373.84","1,382.07","1,360.07","","-0.12%"
"11/13/2012","1,373.83","1,407.90","1,409.03","1,370.38","","-2.42%"
"11/12/2012","1,407.90","1,401.19","1,410.83","1,394.51","","0.47%"
"11/09/2012","1,401.32","1,407.79","1,408.27","1,392.80","","-0.46%"
"11/08/2012","1,407.79","1,423.36","1,424.31","1,395.48","","-1.09%"
"11/07/2012","1,423.36","1,446.39","1,453.47","1,422.03","","-1.60%"
"11/06/2012","1,446.46","1,440.25","1,450.81","1,436.63","","0.43%"
"11/02/2012","1,440.25","1,430.92","1,444.38","1,428.84","","0.65%"
"11/01/2012","1,430.91","1,425.71","1,432.28","1,407.48","","0.37%"
"10/31/2012","1,425.70","1,421.74","1,436.04","1,420.52","","0.28%"
"10/30/2012","1,421.75","1,431.90","1,439.39","1,419.66","","-0.71%"
"10/29/2012","1,431.90","1,433.51","1,434.69","1,422.34","","-0.11%"
"10/26/2012","1,433.52","1,446.00","1,446.22","1,424.51","","-0.86%"
"10/25/2012","1,446.00","1,451.61","1,459.72","1,444.51","","-0.39%"
"10/24/2012","1,451.61","1,455.31","1,463.08","1,437.42","","-0.25%"
"10/23/2012","1,455.31","1,474.91","1,475.41","1,451.12","","-1.33%"
"10/22/2012","1,474.92","1,460.04","1,476.09","1,451.62","","1.02%"
"10/19/2012","1,460.06","1,475.28","1,476.77","1,458.57","","-1.03%"
"10/18/2012","1,475.27","1,474.29","1,486.88","1,467.52","","0.07%"
"10/17/2012","1,474.30","1,456.07","1,478.11","1,454.02","","1.25%"
"10/16/2012","1,456.07","1,443.42","1,456.07","1,439.79","","0.88%"
"10/15/2012","1,443.42","1,446.01","1,456.24","1,440.68","","-0.18%"
"10/12/2012","1,446.01","1,463.15","1,463.87","1,440.66","","-1.17%"
"10/11/2012","1,463.12","1,460.91","1,468.59","1,453.62","","0.15%"
"10/10/2012","1,460.93","1,472.94","1,472.94","1,458.19","","-0.82%"
"10/09/2012","1,472.94","1,473.61","1,480.97","1,469.73","","-0.05%"
"10/08/2012","1,473.61","1,477.60","1,477.60","1,459.92","","-0.27%"
"10/05/2012","1,477.60","1,456.71","1,488.55","1,454.87","","1.43%"
"10/04/2012","1,456.74","1,472.50","1,478.52","1,451.96","","-1.07%"
"10/03/2012","1,472.50","1,485.61","1,485.61","1,469.80","","-0.88%"
"10/02/2012","1,485.63","1,490.21","1,492.01","1,478.56","","-0.31%"
"10/01/2012","1,490.21","1,458.30","1,491.30","1,452.58","","2.19%"
"09/28/2012","1,458.26","1,453.11","1,468.48","1,450.73","","0.36%"
"09/27/2012","1,453.09","1,445.39","1,459.55","1,438.44","","0.53%"
"09/26/2012","1,445.38","1,482.61","1,483.35","1,442.30","","-2.51%"
"09/25/2012","1,482.61","1,489.92","1,499.26","1,480.80","","-0.49%"
"09/24/2012","1,489.92","1,496.63","1,496.63","1,480.04","","-0.45%"
"09/21/2012","1,496.65","1,499.29","1,511.01","1,495.24","","-0.18%"
"09/20/2012","1,499.28","1,499.15","1,502.35","1,480.82","","0.01%"
"09/19/2012","1,499.12","1,515.30","1,527.82","1,489.79","","-1.07%"
"09/18/2012","1,515.30","1,530.37","1,538.31","1,513.75","","-0.98%"
"09/17/2012","1,530.36","1,535.38","1,539.53","1,520.01","","-0.33%"
"09/14/2012","1,535.38","1,472.60","1,541.68","1,472.59","","4.26%"
"09/13/2012","1,472.60","1,478.51","1,478.81","1,468.33","","-0.40%"
"09/12/2012","1,478.54","1,478.05","1,483.96","1,472.92","","0.03%"
"09/11/2012","1,478.05","1,478.83","1,479.00","1,466.05","","-0.05%"
"09/10/2012","1,478.83","1,474.58","1,479.61","1,464.90","","0.29%"
"09/07/2012","1,474.58","1,455.07","1,484.67","1,454.88","","1.34%"
"09/06/2012","1,455.07","1,421.62","1,456.89","1,420.73","","2.35%"
"09/05/2012","1,421.62","1,436.46","1,437.93","1,420.33","","-1.04%"
"09/04/2012","1,436.52","1,439.31","1,444.12","1,434.10","","-0.19%"
"09/03/2012","1,439.31","1,422.90","1,443.47","1,421.07","","1.15%"
"08/31/2012","1,422.91","1,429.82","1,438.93","1,417.79","","-0.48%"
"08/30/2012","1,429.82","1,437.12","1,441.57","1,425.21","","-0.51%"
"08/29/2012","1,437.14","1,450.81","1,459.91","1,437.09","","-0.94%"
"08/28/2012","1,450.81","1,448.55","1,458.04","1,444.11","","0.15%"
"08/27/2012","1,448.57","1,454.08","1,459.93","1,441.74","","-0.38%"
"08/24/2012","1,454.08","1,453.50","1,455.95","1,439.92","","0.04%"
"08/23/2012","1,453.50","1,446.81","1,470.72","1,446.27","","0.46%"
"08/22/2012","1,446.84","1,454.48","1,454.48","1,436.59","","-0.53%"
"08/21/2012","1,454.48","1,428.75","1,459.43","1,420.10","","1.80%"
"08/20/2012","1,428.75","1,444.26","1,448.27","1,421.72","","-1.07%"
"08/17/2012","1,444.27","1,451.85","1,460.60","1,444.03","","-0.52%"
"08/16/2012","1,451.87","1,448.34","1,458.58","1,442.82","","0.25%"
"08/15/2012","1,448.32","1,462.57","1,465.04","1,433.67","","-0.97%"
"08/14/2012","1,462.57","1,452.42","1,464.55","1,450.26","","0.70%"
"08/13/2012","1,452.42","1,441.88","1,467.18","1,441.88","","0.75%"
"08/10/2012","1,441.59","1,456.41","1,456.69","1,430.02","","-1.02%"
"08/09/2012","1,456.41","1,449.49","1,462.67","1,438.98","","0.48%"
"08/08/2012","1,449.49","1,450.81","1,453.90","1,438.85","","-0.09%"
"08/07/2012","1,450.74","1,439.34","1,451.55","1,433.27","","0.81%"
"08/06/2012","1,439.06","1,421.22","1,449.31","1,417.32","","1.25%"
"08/03/2012","1,421.28","1,395.31","1,422.80","1,391.98","","1.73%"
"08/02/2012","1,397.05","1,411.85","1,430.81","1,386.98","","-1.05%"
"08/01/2012","1,411.85","1,407.01","1,419.53","1,401.50","","0.34%"
"07/31/2012","1,407.02","1,428.62","1,432.41","1,402.06","","-1.51%"
"07/30/2012","1,428.62","1,406.30","1,431.17","1,406.30","","1.59%"
"07/27/2012","1,406.30","1,384.06","1,406.91","1,383.39","","1.61%"
"07/26/2012","1,384.06","1,367.67","1,385.44","1,358.59","","1.20%"
"07/25/2012","1,367.67","1,365.75","1,385.20","1,353.58","","0.14%"
"07/24/2012","1,365.75","1,372.95","1,382.91","1,359.02","","-0.53%"
"07/23/2012","1,372.97","1,415.38","1,416.40","1,367.73","","-3.00%"
"07/20/2012","1,415.38","1,434.49","1,435.62","1,414.01","","-1.33%"
"07/19/2012","1,434.47","1,426.29","1,444.83","1,426.29","","0.57%"
"07/18/2012","1,426.29","1,430.17","1,436.39","1,423.79","","-0.27%"
"07/17/2012","1,430.17","1,422.03","1,442.14","1,421.32","","0.57%"
"07/16/2012","1,422.03","1,416.48","1,423.86","1,412.98","","0.39%"
"07/13/2012","1,416.50","1,394.30","1,418.24","1,394.30","","1.59%"
"07/12/2012","1,394.30","1,405.15","1,406.63","1,379.11","","-0.77%"
"07/11/2012","1,405.15","1,422.58","1,422.58","1,396.73","","-1.23%"
"07/10/2012","1,422.58","1,414.64","1,433.56","1,401.96","","0.56%"
"07/09/2012","1,414.62","1,414.29","1,423.11","1,405.72","","0.02%"
"07/06/2012","1,414.28","1,435.75","1,440.89","1,408.42","","-1.50%"
"07/05/2012","1,435.76","1,444.30","1,458.33","1,430.47","","-0.59%"
"07/04/2012","1,444.31","1,437.19","1,446.38","1,426.02","","0.48%"
"07/03/2012","1,437.45","1,402.74","1,440.65","1,402.74","","2.47%"
"07/02/2012","1,402.74","1,387.52","1,406.21","1,383.67","","1.10%"
"06/29/2012","1,387.52","1,342.91","1,390.08","1,340.66","","3.32%"
"06/28/2012","1,342.91","1,365.93","1,379.17","1,341.03","","-1.69%"
"06/27/2012","1,365.93","1,342.82","1,366.23","1,341.62","","1.72%"
"06/26/2012","1,342.82","1,330.15","1,349.78","1,329.65","","0.95%"
"06/25/2012","1,330.15","1,347.16","1,349.62","1,325.74","","-1.26%"
"06/22/2012","1,347.15","1,363.58","1,363.58","1,342.32","","-1.20%"
"06/21/2012","1,363.58","1,374.69","1,382.67","1,363.14","","-0.81%"
"06/20/2012","1,374.69","1,389.97","1,392.12","1,370.96","","-1.10%"
"06/19/2012","1,389.97","1,389.12","1,397.33","1,382.30","","0.07%"
"06/18/2012","1,389.00","1,375.21","1,392.43","1,375.05","","1.00%"
"06/15/2012","1,375.23","1,346.04","1,379.65","1,342.37","","2.17%"
"06/14/2012","1,346.04","1,346.43","1,348.48","1,333.58","","-0.03%"
"06/13/2012","1,346.43","1,338.07","1,357.43","1,333.37","","0.62%"
"06/09/2012","1,338.07","1,332.92","1,341.32","1,332.94","","0.39%"
"06/08/2012","1,332.92","1,336.38","1,336.44","1,316.02","","-0.26%"
"06/07/2012","1,336.33","1,313.21","1,340.25","1,297.79","","1.76%"
"06/06/2012","1,313.21","1,297.04","1,317.37","1,289.40","","1.25%"
"06/05/2012","1,297.04","1,305.86","1,320.61","1,291.00","","-0.68%"
"06/04/2012","1,305.86","1,298.08","1,314.23","1,280.29","","0.60%"
"06/01/2012","1,298.08","1,306.43","1,320.48","1,278.56","","-0.64%"
"05/31/2012","1,306.42","1,308.30","1,327.25","1,303.70","","-0.14%"
"05/30/2012","1,308.30","1,327.08","1,327.41","1,300.21","","-1.42%"
"05/29/2012","1,327.08","1,290.72","1,329.30","1,290.72","","2.82%"
"05/28/2012","1,290.72","1,281.61","1,304.28","1,280.85","","0.71%"
"05/25/2012","1,281.60","1,284.48","1,295.03","1,273.57","","-0.22%"
"05/24/2012","1,284.48","1,256.55","1,286.55","1,241.62","","2.22%"
"05/23/2012","1,256.55","1,301.02","1,301.81","1,251.92","","-3.42%"
"05/22/2012","1,301.09","1,298.40","1,307.09","1,286.60","","0.21%"
"05/21/2012","1,298.42","1,271.28","1,298.45","1,261.34","","2.12%"
"05/18/2012","1,271.48","1,287.79","1,293.41","1,246.52","","-1.27%"
"05/17/2012","1,287.79","1,335.08","1,342.88","1,282.59","","-3.54%"
"05/16/2012","1,335.10","1,344.76","1,345.08","1,316.42","","-0.72%"
"05/15/2012","1,344.75","1,337.42","1,357.89","1,311.71","","0.55%"
"05/14/2012","1,337.42","1,385.81","1,388.29","1,333.73","","-3.49%"
"05/12/2012","1,385.81","1,392.00","1,392.82","1,372.83","","-0.44%"
"05/11/2012","1,392.00","1,408.31","1,409.22","1,373.38","","-1.16%"
"05/10/2012","1,408.31","1,384.02","1,418.09","1,381.66","","1.76%"
"05/08/2012","1,384.02","1,385.14","1,399.58","1,371.21","","-0.08%"
"05/07/2012","1,385.14","1,386.41","1,393.08","1,350.17","","-0.09%"
"05/05/2012","1,386.41","1,391.14","1,392.55","1,381.25","","-0.34%"
"05/04/2012","1,391.14","1,442.73","1,442.92","1,385.75","","-3.57%"
"05/03/2012","1,442.71","1,446.04","1,456.52","1,437.21","","-0.23%"
"05/02/2012","1,446.04","1,473.50","1,489.90","1,445.72","","-1.86%"
"04/28/2012","1,473.50","1,469.65","1,474.09","1,468.36","","0.26%"
"04/27/2012","1,469.65","1,447.06","1,469.79","1,439.96","","1.56%"
"04/26/2012","1,447.06","1,461.85","1,467.16","1,440.82","","-1.01%"
"04/25/2012","1,461.85","1,457.42","1,470.18","1,457.14","","0.31%"
"04/24/2012","1,457.40","1,466.27","1,472.12","1,445.85","","-0.61%"
"04/23/2012","1,466.34","1,505.10","1,505.12","1,462.75","","-2.58%"
"04/20/2012","1,505.10","1,496.60","1,506.78","1,485.17","","0.57%"
